id,source_name,source_type,source_url,source_doi,source_version,cation,anion,solvent,Concentration (mol/kg),Ionic Conductivity (mS/cm),Viscosity (mPa·s),Cation's Diffusivity (m²/s),Anion's Diffusivity (m²/s),Solvent's Diffusivity (m²/s),Coordination Number (Cation ← Anion),Coordination Number (Cation ← Solvent),Density (g/cm³),cation_name,anion_name,anion_smiles,anion_pubchem_cid,solvent_name,solvent_smiles,solvent_pubchem_cid
4092.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GBL,2.0,12.4434239,5.851362631,1.25e-10,1.55e-10,2.38e-10,2.762858586,7.140393939,1.1726513,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,γ-butyrolactone,C1CC(=O)OC1,7302.0
4093.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GBL,2.5,7.415125886,6.405358481,1.04e-10,1.12e-10,1.92e-10,3.022639175,6.808465979,1.1955636,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,γ-butyrolactone,C1CC(=O)OC1,7302.0
4094.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GBL,3.0,7.229823603,8.959522007,8.78e-11,9.1e-11,1.57e-10,3.364541156,6.191315236,1.2152153,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,γ-butyrolactone,C1CC(=O)OC1,7302.0
4095.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GBL,3.5,4.89847808,8.378513995,8.97e-11,8.06e-11,1.42e-10,3.69536315,5.704183486,1.2298082,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,γ-butyrolactone,C1CC(=O)OC1,7302.0
4096.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GBL,4.0,7.828647625,10.26637643,7.35e-11,7.45e-11,1.24e-10,3.930397139,5.399445504,1.2503332,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,γ-butyrolactone,C1CC(=O)OC1,7302.0
4097.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GN,0.5,0.428148837,23.79761012,1.93e-11,1.93e-11,2.37e-11,1.471221698,4.275448113,0.98365166,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Glutaronitrile,C(CC#N)CC#N,10994.0
4098.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GN,1.0,0.543329765,23.40913747,1.29e-11,1.36e-11,1.74e-11,2.127846154,3.698403846,1.0096901,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Glutaronitrile,C(CC#N)CC#N,10994.0
4099.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GN,1.5,0.170846347,27.62606236,1.31e-11,1.14e-11,1.54e-11,2.575485246,3.295981967,1.0336227,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Glutaronitrile,C(CC#N)CC#N,10994.0
4100.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GN,2.0,1.008438399,27.97668032,1.32e-11,1.36e-11,1.34e-11,2.630323308,3.24147995,1.0552197,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Glutaronitrile,C(CC#N)CC#N,10994.0
4101.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GN,2.5,1.548324902,33.63960737,1.33e-11,1.33e-11,1.47e-11,2.933389571,2.952271984,1.0737157,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Glutaronitrile,C(CC#N)CC#N,10994.0
4102.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GN,3.0,0.729969703,36.07388944,8.45e-12,8.2e-12,9.34e-12,3.132742188,2.806256944,1.1011554,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Glutaronitrile,C(CC#N)CC#N,10994.0
4103.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GN,3.5,1.475469482,35.49226916,9.65e-12,9.94e-12,1.12e-11,3.996997724,2.699209408,1.1159339,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Glutaronitrile,C(CC#N)CC#N,10994.0
4104.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,GN,4.0,0.77549697,32.88925642,8.08e-12,8.58e-12,9.04e-12,4.267718243,2.508560811,1.1363811,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Glutaronitrile,C(CC#N)CC#N,10994.0
4105.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MA,0.5,3.359322604,3.236340643,1.92e-10,2.76e-10,3.43e-10,1.34909434,7.307971698,1.082195,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
4106.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MA,1.0,5.263387373,5.130423288,1.38e-10,1.79e-10,2.59e-10,1.783334135,6.674689904,1.1088237,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
4107.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MA,1.5,3.966444604,7.2940665,1.05e-10,1.21e-10,1.91e-10,2.218406863,5.98027451,1.133612,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
4108.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MA,2.0,4.773807784,7.387266797,9.08e-11,1.02e-10,1.64e-10,2.465985,5.10282375,1.1521155,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
4109.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MA,2.5,5.439304967,10.34515352,7.72e-11,7.22e-11,1.27e-10,3.2353,4.905110204,1.1736271,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
4110.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MA,3.0,6.085670203,10.93656405,6.24e-11,6.59e-11,1.07e-10,3.500484402,4.596980069,1.1927606,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
4111.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MA,3.5,4.961256686,12.04675768,4.98e-11,5.02e-11,7.78e-11,3.800808623,4.248385779,1.2126008,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
4112.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MA,4.0,7.278124306,14.73269263,4.57e-11,4.55e-11,6.77e-11,3.968912281,4.046008097,1.231428,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl acetoacetate,CC(=O)CC(=O)OC,7757.0
4113.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MB,0.5,0.271236575,3.036901638,1.37e-10,1.48e-10,3.9e-10,2.526988636,6.128579545,0.93897204,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl butyrate,CCCC(=O)OC,12180.0
4114.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MB,1.0,0.875740789,3.895895323,1.16e-10,1.19e-10,3.15e-10,2.756713873,5.667878613,0.96402337,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl butyrate,CCCC(=O)OC,12180.0
4115.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MB,1.5,0.503878662,4.431094754,7.23e-11,7.2e-11,2.39e-10,3.133447266,4.967007813,0.99018856,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl butyrate,CCCC(=O)OC,12180.0
4116.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MB,2.0,1.056133372,5.411918938,7.19e-11,7.48e-11,2.25e-10,3.484705357,4.402610119,1.0106627,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl butyrate,CCCC(=O)OC,12180.0
4117.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MB,2.5,1.141807203,6.93390177,5.07e-11,5.17e-11,1.74e-10,3.972987893,3.699043584,1.0415756,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl butyrate,CCCC(=O)OC,12180.0
4118.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MB,3.0,1.051988676,5.823233603,4.11e-11,3.96e-11,1.74e-10,4.218112936,3.220743326,1.0558648,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl butyrate,CCCC(=O)OC,12180.0
4119.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MB,3.5,2.526198486,5.381939312,4.04e-11,4.09e-11,1.78e-10,4.288167857,3.077567857,1.0702133,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl butyrate,CCCC(=O)OC,12180.0
4120.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MB,4.0,1.359070935,7.751859633,2.24e-11,2.25e-11,1.41e-10,4.612635714,2.623855556,1.0983145,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl butyrate,CCCC(=O)OC,12180.0
4121.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MP,0.5,0.805789519,1.62836411,1.59e-10,1.73e-10,5.84e-10,2.804056522,5.562313043,1.0926929,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
4122.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MP,1.0,1.552798954,3.01874429,1.48e-10,1.42e-10,4.32e-10,3.150685268,5.259508929,1.1245789,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
4123.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MP,1.5,1.656529329,3.322836356,1.08e-10,1.11e-10,3.97e-10,3.579343939,4.374927273,1.1459662,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
4124.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MP,2.0,3.314920407,3.726548753,1.17e-10,1.24e-10,3.57e-10,3.890080233,3.856953488,1.1599782,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
4125.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MP,2.5,2.415958029,4.198572897,7.63e-11,6.84e-11,3.09e-10,4.272122624,3.22748384,1.1897876,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
4126.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MP,3.0,2.588923831,5.289565245,7.3e-11,7.03e-11,3.23e-10,4.500188207,2.911180129,1.201978,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
4127.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MP,3.5,1.285259331,6.587308055,6.22e-11,6.13e-11,2.46e-10,4.465509901,2.935852192,1.2287659,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
4128.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,MP,4.0,3.666455856,6.4681809,5.92e-11,5.26e-11,2.41e-10,4.563147727,2.71486553,1.2403912,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Methyl pyruvate,CC(=O)C(=O)OC,11748.0
4129.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,PC,0.5,2.60374457,7.197885329,6.53e-11,1.16e-10,1.44e-10,1.36656087,12.28273043,1.2309093,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Propylene carbonate,CC1COC(=O)O1,7924.0
4130.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,PC,1.0,2.054937994,10.22182601,4.91e-11,5.79e-11,1.16e-10,1.839254464,10.95747991,1.2452402,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Propylene carbonate,CC1COC(=O)O1,7924.0
4131.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,PC,1.5,2.382192437,11.39796848,4.36e-11,4.93e-11,8.66e-11,2.368825758,9.561772727,1.2687302,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Propylene carbonate,CC1COC(=O)O1,7924.0
4132.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,PC,2.0,2.902641939,13.58671178,3.62e-11,3.57e-11,6.8e-11,2.793868605,8.450567442,1.2898695,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Propylene carbonate,CC1COC(=O)O1,7924.0
4133.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,PC,2.5,3.084301683,13.86610178,2.67e-11,3.06e-11,6.08e-11,3.734844106,7.75156654,1.303957,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Propylene carbonate,CC1COC(=O)O1,7924.0
4134.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,PC,3.0,1.591043069,17.09464023,2.48e-11,2.51e-11,4.96e-11,4.261187399,6.723508885,1.3286336,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Propylene carbonate,CC1COC(=O)O1,7924.0
4135.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,PC,3.5,2.272668945,16.4151189,2.32e-11,2.15e-11,4.54e-11,4.653796322,5.867889675,1.3399826,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Propylene carbonate,CC1COC(=O)O1,7924.0
4136.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,PC,4.0,2.804199658,14.91427008,2.16e-11,2.32e-11,4.4e-11,4.927971591,5.401064394,1.3583143,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Propylene carbonate,CC1COC(=O)O1,7924.0
4137.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,SN,0.5,0.011075618,102.9538479,7.07e-14,1.17e-13,7.71e-14,0.555517094,5.58057265,1.0769187,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Succinonitrile,C(CC#N)C#N,8062.0
4138.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,SN,1.0,0.017412543,158.0685815,8.14e-14,8.82e-14,5.85e-14,1.018971616,5.180303493,1.1043733,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Succinonitrile,C(CC#N)C#N,8062.0
4139.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,SN,1.5,0.018384724,159.8268327,1.27e-13,1.53e-13,8.83e-14,1.340440476,5.003052083,1.1232775,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Succinonitrile,C(CC#N)C#N,8062.0
4140.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,SN,2.0,0.041869209,119.8465372,1.67e-13,1.06e-13,7.24e-14,1.57573516,4.85058105,1.1462561,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Succinonitrile,C(CC#N)C#N,8062.0
4141.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,SN,2.5,0.032626853,186.8031494,1.24e-13,1.25e-13,8.26e-14,1.769569963,4.66130597,1.1670838,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Succinonitrile,C(CC#N)C#N,8062.0
4142.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,SN,3.0,0.03792915,90.22458183,1.33e-13,9.24e-14,6.78e-14,2.140693164,4.390961844,1.1891224,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Succinonitrile,C(CC#N)C#N,8062.0
4143.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,SN,3.5,0.040875506,252.1565087,1.43e-13,1.65e-13,1.06e-13,2.259621697,4.327477747,1.2063041,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Succinonitrile,C(CC#N)C#N,8062.0
4144.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,SN,4.0,0.047234111,422.5074675,1.23e-13,1.35e-13,8.15e-14,2.539454715,4.106158189,1.2257479,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Succinonitrile,C(CC#N)C#N,8062.0
4145.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TEP,0.5,0.065892936,5.203346315,4.69e-11,4.66e-11,1.37e-10,3.151784314,8.30127451,1.0987175,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
4146.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TEP,1.0,0.213541942,8.236397431,2.15e-11,2.17e-11,6.94e-11,3.194748756,8.135502488,1.1272392,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
4147.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TEP,1.5,0.24236109,7.182964716,2.01e-11,2.21e-11,8.43e-11,4.319486486,4.951878378,1.1431085,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
4148.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TEP,2.0,0.197251438,8.150748073,1.41e-11,1.41e-11,8.03e-11,4.976546512,3.334919897,1.1709555,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
4149.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TEP,2.5,0.075568245,7.169496828,7.51e-12,7.03e-12,9.35e-11,5.352865263,2.491734737,1.1890213,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
4150.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TEP,3.0,0.109408127,9.44347262,2.88e-12,2.5e-12,7.22e-11,5.399499106,2.329570662,1.210996,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
4151.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TEP,3.5,0.110394475,9.855655094,4.45e-12,4.92e-12,7.28e-11,5.53075039,2.008661466,1.2282935,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
4152.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TEP,4.0,0.189565814,11.79043011,3.68e-12,3.82e-12,8.53e-11,5.662408206,1.687655076,1.2449237,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Triethyl phosphate,CCOP(=O)(OCC)OCC,6535.0
4153.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TMP,0.5,2.348641604,5.934404258,7.95e-11,1.17e-10,1.63e-10,0.9062625,16.8728,1.2428956,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
4154.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TMP,1.0,2.020929847,8.489053626,5.08e-11,7.39e-11,9.32e-11,1.695257447,15.30199149,1.2675209,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
4155.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TMP,1.5,2.650631523,9.440520386,3.61e-11,4.1e-11,6.58e-11,2.451902899,13.1879942,1.284578,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
4156.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TMP,2.0,1.231941672,12.09469001,2.37e-11,2.76e-11,4.3e-11,3.143383073,11.55116258,1.3018896,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
4157.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TMP,2.5,2.199605259,14.24019299,2.31e-11,2.37e-11,3.6e-11,3.697506364,9.964134545,1.3138742,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
4158.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TMP,3.0,2.05971106,12.39423535,2.09e-11,2.26e-11,3.48e-11,4.143041085,8.604232558,1.329475,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
4159.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TMP,3.5,1.002727796,14.45135949,1.6e-11,1.79e-11,2.77e-11,4.588869742,7.590442334,1.3518224,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
4160.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,BF4,TMP,4.0,1.396578309,14.96514136,1.7e-11,1.82e-11,2.82e-11,4.972246061,6.713304242,1.3678831,Sodium,Tetrafluoroborate,[B-](F)(F)(F)F,26255.0,Trimethyl phosphate,COP(=O)(OC)OC,10541.0
4161.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,ClO4,AN,0.5,28.44664439,0.51807805,1.48e-09,1.57e-09,2.53e-09,0.67248,4.872465,0.7979052,Sodium,Perchlorate,[O-]Cl(=O)(=O)=O,123351.0,Acetonitrile,CC#N,6342.0
4162.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,ClO4,AN,1.0,17.63246647,0.708270862,1.1e-09,1.19e-09,2.3e-09,1.002530457,4.61286802,0.82755609,Sodium,Perchlorate,[O-]Cl(=O)(=O)=O,123351.0,Acetonitrile,CC#N,6342.0
4163.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,ClO4,AN,1.5,58.62841081,0.848655058,1.04e-09,1.08e-09,1.8e-09,1.226401724,4.445177586,0.86322249,Sodium,Perchlorate,[O-]Cl(=O)(=O)=O,123351.0,Acetonitrile,CC#N,6342.0
4164.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,ClO4,AN,2.0,74.47458586,1.218855762,8.15e-10,9.01e-10,1.63e-09,1.46405277,4.258763852,0.89106421,Sodium,Perchlorate,[O-]Cl(=O)(=O)=O,123351.0,Acetonitrile,CC#N,6342.0
4165.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,ClO4,AN,2.5,66.41695043,1.586229972,6.55e-10,6.34e-10,1.32e-09,1.688316129,4.095665591,0.92234889,Sodium,Perchlorate,[O-]Cl(=O)(=O)=O,123351.0,Acetonitrile,CC#N,6342.0
4166.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,ClO4,AN,3.0,60.54159202,1.828189285,6.4e-10,6.23e-10,1.17e-09,1.905714416,3.928129562,0.94778924,Sodium,Perchlorate,[O-]Cl(=O)(=O)=O,123351.0,Acetonitrile,CC#N,6342.0
4167.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,ClO4,AN,3.5,33.22569018,1.595900259,5.29e-10,5.2e-10,1e-09,2.099368631,3.788425955,0.97358652,Sodium,Perchlorate,[O-]Cl(=O)(=O)=O,123351.0,Acetonitrile,CC#N,6342.0
4168.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,ClO4,AN,4.0,33.07343129,2.144517565,4.38e-10,4.14e-10,8.15e-10,2.314674468,3.643036879,1.0060543,Sodium,Perchlorate,[O-]Cl(=O)(=O)=O,123351.0,Acetonitrile,CC#N,6342.0
4169.0,OEDB computational,computed_md,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Na,ClO4,Ac2O,0.5,8.272360282,1.938342075,2.95e-10,4.7e-10,5.23e-10,0.799147826,9.713328261,1.1121072,Sodium,Perchlorate,[O-]Cl(=O)(=O)=O,123351.0,Acetic anhydride,CC(=O)OC(=O)C,7918.0
